,0.25,0.375,0.5
979,17.0,18.0,5.0
980,13.0,14.0,11.0
981,13.0,20.0,9.0
982,11.0,10.0,5.0
983,15.0,18.0,13.0
984,17.0,11.0,15.0
985,16.0,6.0,2.0
986,16.0,14.0,26.0
987,10.0,7.0,5.0
988,14.0,14.0,5.0
989,15.0,6.0,25.0
990,6.0,10.0,11.0
991,11.0,7.0,5.0
992,9.0,16.0,3.0
993,8.0,13.0,8.0
994,10.0,20.0,31.0
995,19.0,8.0,26.0
996,14.0,14.0,22.0
997,11.0,5.0,16.0
998,7.0,11.0,31.0
999,12.0,14.0,12.0
