,0.25,0.375,0.5
145,12.0,11.0,13.0
146,13.0,10.0,9.0
147,13.0,10.0,13.0
148,8.0,12.0,8.0
149,6.0,13.0,12.0
150,16.0,10.0,11.0
151,12.0,7.0,10.0
152,5.0,9.0,6.0
153,9.0,11.0,12.0
154,17.0,47.0,8.0
155,8.0,10.0,12.0
156,9.0,7.0,6.0
157,12.0,9.0,8.0
158,10.0,11.0,10.0
159,16.0,6.0,7.0
160,13.0,5.0,8.0
161,15.0,8.0,11.0
162,13.0,7.0,9.0
163,15.0,7.0,9.0
164,15.0,12.0,9.0
165,5.0,8.0,14.0
166,12.0,11.0,10.0
167,18.0,9.0,10.0
168,9.0,12.0,9.0
169,42.0,12.0,7.0
170,7.0,18.0,7.0
171,12.0,11.0,8.0
172,8.0,51.0,8.0
173,32.0,21.0,12.0
174,12.0,9.0,14.0
175,13.0,10.0,9.0
176,14.0,11.0,10.0
177,8.0,13.0,12.0
178,12.0,12.0,11.0
179,11.0,11.0,10.0
180,9.0,8.0,11.0
181,15.0,9.0,7.0
182,7.0,4.0,12.0
183,12.0,9.0,6.0
184,12.0,14.0,10.0
185,10.0,11.0,3.0
186,10.0,10.0,14.0
187,16.0,7.0,9.0
188,7.0,8.0,10.0
189,14.0,8.0,8.0
190,7.0,11.0,8.0
191,17.0,8.0,9.0
192,6.0,4.0,7.0
193,17.0,65.0,5.0
194,10.0,9.0,8.0
195,6.0,6.0,8.0
196,10.0,4.0,6.0
197,14.0,14.0,8.0
198,11.0,11.0,15.0
199,13.0,7.0,8.0
200,10.0,11.0,11.0
201,9.0,10.0,7.0
202,7.0,9.0,11.0
203,7.0,12.0,9.0
204,15.0,54.0,9.0
205,9.0,9.0,52.0
206,11.0,11.0,10.0
207,13.0,42.0,8.0
208,10.0,8.0,11.0
209,3.0,57.0,6.0
210,16.0,12.0,7.0
211,11.0,9.0,7.0
212,13.0,6.0,15.0
213,6.0,10.0,11.0
214,12.0,6.0,8.0
215,15.0,5.0,5.0
216,9.0,8.0,5.0
217,7.0,13.0,8.0
218,10.0,12.0,12.0
219,6.0,6.0,68.0
220,8.0,12.0,10.0
221,9.0,9.0,10.0
222,14.0,10.0,7.0
223,11.0,12.0,8.0
224,29.0,6.0,11.0
225,6.0,10.0,4.0
226,6.0,5.0,8.0
227,12.0,9.0,9.0
228,13.0,13.0,5.0
229,12.0,14.0,8.0
230,14.0,12.0,7.0
231,6.0,52.0,8.0
232,8.0,10.0,7.0
233,11.0,13.0,12.0
234,12.0,16.0,68.0
235,12.0,9.0,13.0
236,3.0,14.0,11.0
237,8.0,14.0,8.0
238,15.0,8.0,6.0
239,11.0,6.0,10.0
240,11.0,12.0,15.0
241,9.0,7.0,7.0
242,8.0,9.0,6.0
243,9.0,10.0,3.0
244,11.0,9.0,2.0
245,9.0,8.0,13.0
246,32.0,4.0,8.0
247,8.0,10.0,64.0
248,20.0,14.0,11.0
249,13.0,7.0,10.0
250,18.0,9.0,10.0
251,8.0,15.0,11.0
252,12.0,10.0,8.0
253,20.0,9.0,6.0
254,8.0,18.0,6.0
255,12.0,8.0,9.0
256,13.0,9.0,7.0
257,2.0,8.0,8.0
258,10.0,12.0,8.0
259,19.0,6.0,9.0
260,18.0,11.0,8.0
261,12.0,14.0,12.0
262,13.0,17.0,7.0
263,6.0,11.0,6.0
264,8.0,7.0,10.0
265,10.0,13.0,64.0
266,7.0,11.0,8.0
267,12.0,11.0,7.0
268,4.0,11.0,8.0
269,12.0,4.0,11.0
270,7.0,43.0,6.0
271,11.0,12.0,5.0
272,9.0,5.0,7.0
273,6.0,8.0,9.0
274,10.0,9.0,9.0
275,10.0,10.0,4.0
276,10.0,5.0,9.0
277,14.0,11.0,10.0
278,10.0,13.0,8.0
279,9.0,10.0,64.0
280,13.0,14.0,61.0
281,8.0,11.0,6.0
282,12.0,12.0,8.0
283,9.0,13.0,11.0
284,7.0,50.0,55.0
285,10.0,15.0,11.0
286,13.0,7.0,11.0
287,15.0,10.0,7.0
288,9.0,15.0,55.0
289,10.0,13.0,3.0
290,17.0,10.0,12.0
291,15.0,6.0,6.0
292,7.0,13.0,10.0
293,13.0,13.0,15.0
294,8.0,47.0,14.0
295,11.0,12.0,11.0
296,6.0,9.0,57.0
297,9.0,8.0,8.0
298,15.0,8.0,11.0
299,5.0,11.0,10.0
300,16.0,8.0,6.0
301,9.0,12.0,8.0
302,12.0,7.0,71.0
303,8.0,13.0,7.0
304,42.0,12.0,6.0
305,15.0,12.0,6.0
306,6.0,8.0,7.0
307,12.0,12.0,7.0
308,8.0,10.0,7.0
309,10.0,9.0,6.0
310,36.0,12.0,10.0
311,6.0,14.0,12.0
312,10.0,8.0,9.0
313,10.0,11.0,3.0
314,8.0,8.0,58.0
315,30.0,7.0,12.0
316,10.0,8.0,6.0
317,10.0,7.0,12.0
318,11.0,16.0,7.0
319,14.0,9.0,7.0
320,11.0,12.0,7.0
321,14.0,7.0,9.0
322,6.0,5.0,5.0
323,11.0,10.0,11.0
324,17.0,10.0,10.0
325,29.0,8.0,8.0
326,11.0,6.0,10.0
327,31.0,8.0,13.0
328,11.0,13.0,9.0
329,12.0,7.0,9.0
330,15.0,12.0,7.0
331,9.0,11.0,10.0
332,7.0,9.0,9.0
333,10.0,8.0,10.0
334,11.0,6.0,59.0
335,6.0,8.0,10.0
336,10.0,18.0,74.0
337,15.0,5.0,9.0
338,6.0,9.0,6.0
339,24.0,8.0,10.0
340,11.0,17.0,7.0
341,7.0,3.0,5.0
342,12.0,41.0,6.0
343,33.0,11.0,9.0
344,12.0,9.0,5.0
345,10.0,10.0,11.0
346,15.0,7.0,9.0
347,11.0,12.0,8.0
348,30.0,9.0,11.0
349,14.0,13.0,13.0
350,12.0,7.0,49.0
351,9.0,13.0,6.0
352,13.0,7.0,7.0
353,32.0,10.0,10.0
354,12.0,9.0,8.0
355,14.0,9.0,8.0
356,11.0,8.0,57.0
357,10.0,5.0,13.0
358,8.0,5.0,9.0
359,7.0,9.0,10.0
360,24.0,46.0,8.0
361,10.0,2.0,8.0
362,6.0,41.0,4.0
363,11.0,13.0,7.0
364,6.0,14.0,8.0
365,29.0,54.0,15.0
366,3.0,12.0,7.0
367,8.0,5.0,10.0
368,8.0,10.0,10.0
369,17.0,5.0,6.0
370,17.0,20.0,8.0
371,30.0,13.0,13.0
372,9.0,9.0,6.0
373,7.0,10.0,11.0
374,8.0,9.0,13.0
375,7.0,15.0,11.0
376,13.0,10.0,6.0
377,10.0,4.0,7.0
378,16.0,4.0,6.0
379,8.0,11.0,64.0
380,9.0,7.0,8.0
381,13.0,5.0,7.0
382,11.0,9.0,6.0
383,7.0,8.0,5.0
384,14.0,15.0,9.0
385,13.0,9.0,10.0
386,11.0,8.0,11.0
387,15.0,23.0,12.0
388,11.0,9.0,9.0
389,11.0,7.0,10.0
390,10.0,45.0,10.0
391,20.0,8.0,10.0
392,9.0,8.0,11.0
393,6.0,6.0,10.0
394,9.0,7.0,11.0
395,9.0,5.0,5.0
396,13.0,9.0,6.0
397,36.0,13.0,18.0
398,9.0,8.0,6.0
399,9.0,12.0,2.0
400,28.0,14.0,11.0
401,11.0,5.0,5.0
402,9.0,7.0,6.0
403,11.0,10.0,12.0
404,12.0,12.0,7.0
405,17.0,11.0,6.0
406,16.0,8.0,6.0
407,11.0,14.0,9.0
408,12.0,12.0,5.0
409,12.0,9.0,13.0
410,6.0,11.0,8.0
411,9.0,10.0,8.0
412,11.0,10.0,63.0
413,8.0,15.0,6.0
414,11.0,8.0,11.0
415,11.0,10.0,9.0
416,8.0,8.0,11.0
417,12.0,10.0,7.0
418,11.0,8.0,5.0
419,12.0,11.0,4.0
420,15.0,6.0,8.0
421,7.0,13.0,20.0
422,11.0,14.0,15.0
423,15.0,16.0,6.0
424,10.0,11.0,11.0
425,11.0,11.0,9.0
426,7.0,6.0,10.0
427,34.0,17.0,59.0
428,8.0,7.0,7.0
429,11.0,8.0,78.0
430,12.0,12.0,4.0
431,18.0,13.0,4.0
432,11.0,10.0,8.0
433,24.0,10.0,7.0
434,10.0,8.0,13.0
435,11.0,7.0,4.0
436,13.0,8.0,6.0
437,13.0,9.0,65.0
438,13.0,9.0,9.0
439,7.0,32.0,7.0
440,10.0,8.0,2.0
441,9.0,13.0,6.0
442,16.0,16.0,7.0
443,2.0,5.0,67.0
444,11.0,6.0,17.0
445,9.0,9.0,6.0
446,31.0,8.0,14.0
447,31.0,3.0,8.0
448,8.0,10.0,4.0
449,6.0,10.0,10.0
450,11.0,53.0,9.0
451,12.0,13.0,8.0
452,13.0,9.0,7.0
453,10.0,11.0,7.0
454,9.0,7.0,5.0
455,7.0,15.0,13.0
456,8.0,8.0,9.0
457,16.0,9.0,10.0
458,20.0,14.0,8.0
459,9.0,6.0,8.0
460,8.0,14.0,7.0
461,18.0,10.0,9.0
462,12.0,7.0,10.0
463,8.0,11.0,13.0
464,15.0,11.0,3.0
465,16.0,8.0,8.0
466,12.0,8.0,6.0
467,12.0,4.0,10.0
468,9.0,9.0,9.0
469,12.0,6.0,7.0
470,9.0,5.0,4.0
471,33.0,6.0,7.0
472,12.0,11.0,51.0
473,9.0,7.0,5.0
474,9.0,15.0,12.0
475,16.0,9.0,8.0
476,9.0,6.0,7.0
477,10.0,8.0,8.0
478,12.0,6.0,9.0
479,15.0,34.0,9.0
480,14.0,13.0,10.0
481,12.0,6.0,9.0
482,7.0,10.0,9.0
483,9.0,9.0,52.0
484,12.0,10.0,57.0
485,9.0,11.0,7.0
486,28.0,6.0,8.0
487,11.0,9.0,8.0
488,11.0,4.0,12.0
489,12.0,7.0,9.0
490,15.0,42.0,13.0
491,19.0,11.0,10.0
492,13.0,10.0,6.0
493,11.0,7.0,59.0
494,12.0,15.0,16.0
495,10.0,13.0,10.0
496,8.0,10.0,8.0
497,9.0,13.0,16.0
498,8.0,8.0,9.0
499,9.0,9.0,7.0
500,28.0,5.0,11.0
501,40.0,9.0,12.0
502,9.0,9.0,3.0
503,14.0,5.0,6.0
504,13.0,8.0,12.0
505,11.0,10.0,9.0
506,13.0,3.0,9.0
507,10.0,3.0,10.0
508,13.0,9.0,7.0
509,11.0,10.0,11.0
510,11.0,6.0,10.0
511,11.0,9.0,13.0
512,11.0,13.0,7.0
513,9.0,10.0,10.0
514,13.0,4.0,9.0
515,10.0,35.0,11.0
516,9.0,45.0,68.0
517,9.0,5.0,6.0
518,14.0,4.0,6.0
519,12.0,8.0,55.0
520,16.0,56.0,8.0
521,9.0,8.0,17.0
522,11.0,10.0,10.0
523,12.0,8.0,9.0
524,27.0,12.0,7.0
525,7.0,11.0,14.0
526,11.0,5.0,7.0
527,8.0,8.0,11.0
528,9.0,8.0,7.0
529,10.0,12.0,15.0
530,14.0,9.0,64.0
531,10.0,11.0,7.0
532,27.0,13.0,57.0
533,34.0,15.0,8.0
534,6.0,5.0,9.0
535,12.0,16.0,7.0
536,6.0,10.0,12.0
537,11.0,43.0,9.0
538,15.0,4.0,4.0
539,7.0,8.0,6.0
540,7.0,14.0,11.0
541,9.0,9.0,13.0
542,11.0,9.0,4.0
543,8.0,6.0,7.0
544,4.0,9.0,9.0
545,12.0,10.0,13.0
546,18.0,13.0,8.0
547,13.0,8.0,8.0
548,19.0,50.0,5.0
549,13.0,5.0,11.0
550,12.0,7.0,9.0
551,6.0,12.0,7.0
552,10.0,8.0,8.0
553,9.0,6.0,14.0
554,40.0,12.0,11.0
555,25.0,12.0,10.0
556,30.0,20.0,11.0
557,11.0,6.0,8.0
558,18.0,12.0,8.0
559,10.0,9.0,9.0
560,14.0,11.0,8.0
561,13.0,9.0,2.0
562,11.0,12.0,10.0
563,7.0,7.0,10.0
564,14.0,12.0,6.0
565,37.0,12.0,7.0
566,12.0,51.0,10.0
567,8.0,10.0,5.0
568,9.0,8.0,7.0
569,17.0,6.0,60.0
570,9.0,9.0,11.0
571,11.0,16.0,18.0
572,10.0,12.0,8.0
573,11.0,11.0,13.0
574,8.0,8.0,7.0
575,12.0,12.0,10.0
576,13.0,13.0,7.0
577,11.0,9.0,7.0
578,14.0,10.0,10.0
579,14.0,15.0,11.0
580,8.0,12.0,13.0
581,10.0,8.0,11.0
582,38.0,9.0,63.0
583,14.0,8.0,8.0
584,14.0,10.0,6.0
585,3.0,50.0,13.0
586,11.0,5.0,12.0
587,8.0,53.0,5.0
588,9.0,45.0,9.0
589,6.0,11.0,10.0
590,13.0,11.0,10.0
591,9.0,11.0,4.0
592,12.0,6.0,9.0
593,8.0,12.0,7.0
594,7.0,11.0,10.0
595,5.0,6.0,13.0
596,11.0,8.0,11.0
597,10.0,14.0,11.0
598,13.0,13.0,7.0
599,6.0,13.0,62.0
600,12.0,6.0,3.0
601,18.0,13.0,9.0
602,8.0,8.0,10.0
603,13.0,17.0,44.0
604,22.0,16.0,9.0
605,7.0,15.0,8.0
606,7.0,17.0,6.0
607,13.0,10.0,17.0
608,10.0,15.0,8.0
609,15.0,7.0,13.0
610,9.0,44.0,9.0
611,12.0,7.0,14.0
612,8.0,12.0,11.0
613,14.0,6.0,6.0
614,10.0,13.0,9.0
615,11.0,8.0,10.0
616,11.0,14.0,6.0
617,15.0,5.0,10.0
618,15.0,48.0,4.0
619,6.0,11.0,8.0
620,8.0,4.0,8.0
621,9.0,14.0,10.0
622,10.0,10.0,10.0
623,6.0,5.0,13.0
624,36.0,8.0,17.0
625,8.0,6.0,3.0
626,9.0,12.0,9.0
627,6.0,45.0,8.0
628,10.0,9.0,11.0
629,6.0,10.0,13.0
630,16.0,4.0,7.0
631,13.0,5.0,10.0
632,5.0,10.0,3.0
633,8.0,14.0,6.0
634,8.0,10.0,7.0
635,13.0,8.0,10.0
636,12.0,6.0,57.0
637,10.0,15.0,10.0
638,13.0,8.0,6.0
639,15.0,7.0,9.0
640,13.0,11.0,10.0
641,7.0,8.0,7.0
642,11.0,20.0,15.0
643,12.0,7.0,7.0
644,15.0,10.0,7.0
645,10.0,7.0,7.0
646,10.0,7.0,57.0
647,6.0,16.0,10.0
648,7.0,10.0,6.0
649,28.0,56.0,7.0
650,13.0,9.0,7.0
651,6.0,8.0,11.0
652,11.0,8.0,3.0
653,15.0,11.0,48.0
654,9.0,4.0,9.0
655,8.0,11.0,5.0
656,10.0,13.0,12.0
657,11.0,10.0,7.0
658,17.0,7.0,7.0
659,10.0,53.0,7.0
660,11.0,10.0,5.0
661,14.0,48.0,6.0
662,7.0,10.0,11.0
663,9.0,7.0,9.0
664,11.0,4.0,14.0
665,7.0,11.0,7.0
666,10.0,6.0,6.0
667,8.0,8.0,10.0
668,10.0,10.0,12.0
669,8.0,9.0,12.0
670,7.0,9.0,9.0
671,12.0,8.0,6.0
672,7.0,10.0,6.0
673,10.0,4.0,7.0
674,28.0,13.0,10.0
675,14.0,15.0,13.0
676,7.0,9.0,10.0
677,13.0,15.0,5.0
678,16.0,15.0,7.0
679,13.0,7.0,8.0
680,4.0,10.0,9.0
681,7.0,6.0,8.0
682,16.0,4.0,7.0
683,11.0,8.0,4.0
684,8.0,52.0,4.0
685,11.0,10.0,2.0
686,10.0,5.0,6.0
687,30.0,16.0,8.0
688,5.0,14.0,8.0
689,46.0,8.0,11.0
690,9.0,10.0,8.0
691,9.0,11.0,10.0
692,12.0,7.0,11.0
693,11.0,46.0,6.0
694,13.0,52.0,8.0
695,11.0,14.0,8.0
696,18.0,7.0,5.0
697,6.0,10.0,7.0
698,15.0,12.0,65.0
699,9.0,13.0,16.0
700,9.0,7.0,14.0
701,10.0,11.0,5.0
702,9.0,9.0,7.0
703,7.0,5.0,6.0
704,7.0,12.0,9.0
705,9.0,47.0,7.0
706,16.0,40.0,5.0
707,8.0,15.0,52.0
708,11.0,9.0,10.0
709,7.0,10.0,12.0
710,9.0,19.0,6.0
711,13.0,8.0,5.0
712,13.0,7.0,4.0
713,12.0,13.0,8.0
714,14.0,5.0,11.0
715,9.0,10.0,9.0
716,10.0,5.0,11.0
717,25.0,10.0,7.0
718,9.0,10.0,8.0
719,14.0,11.0,9.0
720,7.0,9.0,51.0
721,15.0,51.0,8.0
722,13.0,14.0,11.0
723,10.0,39.0,5.0
724,12.0,48.0,4.0
725,8.0,2.0,12.0
726,15.0,8.0,6.0
727,5.0,4.0,3.0
728,10.0,10.0,10.0
729,12.0,9.0,12.0
730,16.0,12.0,8.0
731,10.0,7.0,7.0
732,5.0,11.0,8.0
733,7.0,11.0,6.0
734,11.0,9.0,5.0
735,17.0,6.0,9.0
736,6.0,4.0,61.0
737,5.0,11.0,8.0
738,11.0,4.0,7.0
739,5.0,7.0,9.0
740,13.0,11.0,8.0
741,8.0,12.0,12.0
742,13.0,12.0,9.0
743,10.0,45.0,9.0
744,10.0,7.0,11.0
745,12.0,7.0,11.0
746,6.0,12.0,8.0
747,11.0,12.0,12.0
748,11.0,10.0,11.0
749,10.0,6.0,9.0
750,7.0,7.0,12.0
751,12.0,43.0,15.0
752,13.0,7.0,10.0
753,15.0,7.0,5.0
754,14.0,10.0,10.0
755,11.0,42.0,11.0
756,15.0,10.0,10.0
757,13.0,11.0,10.0
758,10.0,12.0,8.0
759,12.0,8.0,11.0
760,30.0,8.0,12.0
761,9.0,13.0,5.0
762,8.0,45.0,14.0
763,13.0,7.0,72.0
764,10.0,8.0,7.0
765,10.0,10.0,10.0
766,12.0,10.0,13.0
767,35.0,9.0,7.0
768,7.0,7.0,7.0
769,15.0,6.0,7.0
770,12.0,13.0,14.0
771,6.0,10.0,6.0
772,12.0,8.0,9.0
773,13.0,9.0,9.0
774,10.0,8.0,15.0
775,13.0,6.0,6.0
776,12.0,6.0,10.0
777,8.0,8.0,9.0
778,8.0,14.0,3.0
779,13.0,41.0,9.0
780,6.0,13.0,10.0
781,13.0,9.0,6.0
782,13.0,11.0,7.0
783,12.0,9.0,7.0
784,8.0,4.0,13.0
785,15.0,12.0,8.0
786,10.0,14.0,5.0
787,11.0,8.0,6.0
788,12.0,42.0,5.0
789,10.0,8.0,4.0
790,5.0,5.0,10.0
791,14.0,10.0,15.0
792,8.0,11.0,5.0
793,12.0,9.0,6.0
794,17.0,9.0,56.0
795,10.0,7.0,5.0
796,8.0,8.0,4.0
797,10.0,13.0,4.0
798,10.0,7.0,10.0
799,12.0,4.0,7.0
800,19.0,8.0,5.0
801,11.0,9.0,10.0
802,12.0,7.0,11.0
803,8.0,12.0,7.0
804,6.0,19.0,10.0
805,14.0,37.0,8.0
806,34.0,6.0,4.0
807,10.0,12.0,4.0
808,9.0,62.0,8.0
809,6.0,9.0,7.0
810,12.0,42.0,7.0
811,5.0,15.0,8.0
812,39.0,9.0,12.0
813,9.0,14.0,9.0
814,3.0,7.0,7.0
815,9.0,17.0,7.0
816,10.0,11.0,8.0
817,9.0,4.0,9.0
818,13.0,10.0,7.0
819,9.0,12.0,6.0
820,10.0,8.0,8.0
821,11.0,10.0,7.0
822,8.0,10.0,9.0
823,15.0,4.0,3.0
824,12.0,21.0,7.0
825,15.0,11.0,11.0
826,14.0,10.0,7.0
827,6.0,6.0,12.0
828,13.0,9.0,7.0
829,8.0,12.0,2.0
830,13.0,8.0,14.0
831,4.0,14.0,11.0
832,28.0,6.0,10.0
833,12.0,9.0,9.0
834,7.0,12.0,15.0
835,12.0,9.0,7.0
836,10.0,11.0,10.0
837,11.0,7.0,8.0
838,11.0,10.0,9.0
839,10.0,12.0,11.0
840,14.0,10.0,9.0
841,10.0,14.0,9.0
842,31.0,11.0,5.0
843,5.0,48.0,8.0
844,41.0,11.0,9.0
845,10.0,12.0,10.0
846,10.0,9.0,10.0
847,18.0,10.0,14.0
848,8.0,8.0,5.0
849,14.0,48.0,10.0
850,11.0,45.0,11.0
851,12.0,12.0,7.0
852,13.0,18.0,11.0
853,44.0,57.0,13.0
854,10.0,7.0,7.0
855,11.0,7.0,5.0
856,10.0,35.0,73.0
857,11.0,13.0,11.0
858,11.0,6.0,11.0
859,11.0,11.0,9.0
860,12.0,58.0,8.0
861,40.0,4.0,5.0
862,11.0,7.0,10.0
863,13.0,13.0,14.0
864,9.0,5.0,7.0
865,6.0,5.0,8.0
866,10.0,8.0,10.0
867,10.0,8.0,62.0
868,12.0,9.0,8.0
869,12.0,13.0,11.0
870,17.0,13.0,6.0
871,36.0,7.0,7.0
872,12.0,13.0,9.0
873,12.0,10.0,6.0
874,13.0,10.0,5.0
875,8.0,4.0,3.0
876,27.0,9.0,11.0
877,13.0,11.0,11.0
878,12.0,11.0,11.0
879,10.0,10.0,11.0
880,7.0,16.0,10.0
881,7.0,10.0,2.0
882,10.0,10.0,9.0
883,10.0,13.0,9.0
884,15.0,5.0,5.0
885,12.0,9.0,12.0
886,12.0,56.0,12.0
887,6.0,10.0,62.0
888,14.0,9.0,8.0
889,31.0,5.0,7.0
890,16.0,6.0,8.0
891,14.0,11.0,7.0
892,12.0,8.0,13.0
893,10.0,15.0,10.0
894,8.0,8.0,11.0
895,10.0,46.0,9.0
896,9.0,7.0,9.0
897,9.0,9.0,5.0
898,16.0,9.0,10.0
899,13.0,9.0,7.0
900,14.0,11.0,10.0
901,7.0,12.0,6.0
902,10.0,10.0,7.0
903,12.0,9.0,9.0
904,6.0,13.0,4.0
905,16.0,11.0,10.0
906,13.0,9.0,4.0
907,7.0,14.0,8.0
908,13.0,11.0,47.0
909,9.0,9.0,18.0
910,9.0,6.0,9.0
911,9.0,8.0,6.0
912,10.0,11.0,7.0
913,13.0,6.0,10.0
914,4.0,9.0,55.0
915,9.0,10.0,6.0
916,8.0,12.0,7.0
917,12.0,9.0,4.0
918,6.0,8.0,7.0
919,11.0,6.0,8.0
920,11.0,13.0,11.0
921,12.0,4.0,11.0
922,22.0,8.0,8.0
923,6.0,10.0,8.0
924,15.0,4.0,9.0
925,13.0,9.0,7.0
926,15.0,9.0,10.0
927,12.0,12.0,11.0
928,8.0,9.0,12.0
929,8.0,8.0,13.0
930,12.0,15.0,6.0
931,11.0,15.0,6.0
932,11.0,9.0,52.0
933,9.0,36.0,6.0
934,8.0,58.0,12.0
935,9.0,9.0,6.0
936,43.0,16.0,14.0
937,13.0,7.0,63.0
938,10.0,12.0,9.0
939,10.0,13.0,5.0
940,14.0,5.0,10.0
941,6.0,10.0,8.0
942,9.0,3.0,11.0
943,7.0,9.0,7.0
944,10.0,44.0,7.0
945,12.0,38.0,10.0
946,41.0,7.0,8.0
947,13.0,12.0,11.0
948,10.0,8.0,52.0
949,21.0,8.0,9.0
950,14.0,14.0,11.0
951,11.0,10.0,71.0
952,7.0,3.0,9.0
953,18.0,49.0,9.0
954,20.0,9.0,10.0
955,11.0,16.0,4.0
956,5.0,10.0,4.0
957,10.0,6.0,6.0
958,13.0,9.0,7.0
959,5.0,17.0,13.0
960,10.0,9.0,67.0
961,13.0,10.0,56.0
962,15.0,9.0,12.0
963,9.0,8.0,13.0
964,9.0,5.0,6.0
965,5.0,11.0,12.0
966,7.0,4.0,12.0
967,9.0,9.0,9.0
968,27.0,9.0,3.0
969,10.0,11.0,11.0
970,11.0,6.0,8.0
971,10.0,8.0,6.0
972,8.0,7.0,5.0
973,19.0,8.0,6.0
974,13.0,6.0,72.0
975,9.0,17.0,7.0
976,12.0,8.0,17.0
977,7.0,6.0,11.0
978,5.0,11.0,7.0
979,12.0,8.0,14.0
980,9.0,7.0,9.0
981,8.0,15.0,8.0
982,17.0,9.0,10.0
983,13.0,14.0,52.0
984,10.0,8.0,69.0
985,13.0,7.0,13.0
986,8.0,13.0,4.0
987,14.0,9.0,71.0
988,5.0,15.0,7.0
989,13.0,9.0,10.0
990,10.0,6.0,15.0
991,9.0,9.0,6.0
992,17.0,7.0,5.0
993,19.0,6.0,8.0
994,8.0,10.0,7.0
995,29.0,14.0,9.0
996,9.0,13.0,10.0
997,12.0,11.0,9.0
