,0.25,0.375,0.5
110,10.0,6.0,11.0
111,14.0,7.0,10.0
112,9.0,11.0,8.0
113,9.0,11.0,9.0
114,28.0,6.0,10.0
115,10.0,6.0,5.0
116,11.0,10.0,12.0
117,15.0,7.0,5.0
118,9.0,13.0,9.0
119,17.0,10.0,10.0
120,34.0,11.0,6.0
121,11.0,53.0,16.0
122,14.0,9.0,6.0
123,7.0,12.0,59.0
124,12.0,11.0,8.0
125,38.0,5.0,8.0
126,8.0,12.0,11.0
127,13.0,10.0,60.0
128,5.0,8.0,8.0
129,11.0,7.0,11.0
130,13.0,7.0,8.0
131,10.0,8.0,66.0
132,6.0,3.0,11.0
133,8.0,12.0,13.0
134,16.0,40.0,7.0
135,14.0,11.0,7.0
136,12.0,10.0,13.0
137,11.0,43.0,40.0
138,13.0,7.0,6.0
139,12.0,14.0,6.0
140,17.0,41.0,9.0
141,12.0,10.0,7.0
142,15.0,8.0,2.0
143,13.0,11.0,76.0
144,10.0,48.0,6.0
145,8.0,10.0,4.0
146,26.0,15.0,10.0
147,8.0,14.0,8.0
148,8.0,15.0,8.0
149,9.0,12.0,7.0
150,10.0,9.0,9.0
151,9.0,13.0,8.0
152,6.0,9.0,9.0
153,10.0,12.0,8.0
154,14.0,6.0,7.0
155,11.0,8.0,11.0
156,6.0,16.0,5.0
157,16.0,44.0,6.0
158,11.0,12.0,10.0
159,15.0,9.0,8.0
160,10.0,7.0,5.0
161,9.0,8.0,10.0
162,10.0,14.0,6.0
163,8.0,14.0,6.0
164,9.0,4.0,11.0
165,12.0,7.0,5.0
166,10.0,7.0,11.0
167,10.0,9.0,6.0
168,10.0,12.0,8.0
169,11.0,9.0,6.0
170,9.0,5.0,9.0
171,12.0,10.0,6.0
172,7.0,7.0,6.0
173,10.0,38.0,5.0
174,10.0,16.0,3.0
175,6.0,52.0,4.0
176,28.0,54.0,9.0
177,7.0,7.0,51.0
178,7.0,13.0,9.0
179,13.0,6.0,6.0
180,14.0,7.0,4.0
181,9.0,7.0,66.0
182,11.0,7.0,7.0
183,13.0,36.0,7.0
184,13.0,43.0,10.0
185,15.0,46.0,4.0
186,3.0,10.0,9.0
187,6.0,12.0,9.0
188,8.0,40.0,12.0
189,18.0,10.0,15.0
190,11.0,5.0,9.0
191,6.0,6.0,2.0
192,15.0,6.0,6.0
193,7.0,9.0,11.0
194,7.0,8.0,13.0
195,8.0,10.0,5.0
196,8.0,11.0,12.0
197,11.0,35.0,12.0
198,16.0,10.0,5.0
199,34.0,6.0,55.0
200,11.0,7.0,3.0
201,36.0,13.0,7.0
202,10.0,4.0,5.0
203,34.0,8.0,8.0
204,5.0,12.0,10.0
205,12.0,35.0,10.0
206,10.0,13.0,5.0
207,9.0,13.0,4.0
208,11.0,10.0,8.0
209,9.0,11.0,8.0
210,5.0,41.0,9.0
211,38.0,7.0,5.0
212,6.0,7.0,53.0
213,12.0,8.0,7.0
214,8.0,10.0,12.0
215,12.0,10.0,8.0
216,35.0,10.0,9.0
217,14.0,17.0,9.0
218,9.0,42.0,7.0
219,37.0,10.0,10.0
220,13.0,10.0,10.0
221,10.0,6.0,7.0
222,8.0,12.0,13.0
223,8.0,11.0,2.0
224,13.0,8.0,7.0
225,12.0,7.0,3.0
226,7.0,9.0,8.0
227,16.0,8.0,10.0
228,15.0,13.0,10.0
229,8.0,6.0,10.0
230,6.0,51.0,11.0
231,8.0,7.0,11.0
232,11.0,11.0,63.0
233,10.0,12.0,7.0
234,10.0,6.0,54.0
235,12.0,9.0,12.0
236,11.0,10.0,6.0
237,5.0,10.0,7.0
238,9.0,7.0,12.0
239,4.0,13.0,11.0
240,11.0,10.0,14.0
241,13.0,10.0,10.0
242,19.0,4.0,7.0
243,9.0,10.0,5.0
244,22.0,11.0,9.0
245,32.0,12.0,6.0
246,15.0,6.0,10.0
247,10.0,14.0,4.0
248,13.0,10.0,5.0
249,13.0,6.0,6.0
250,14.0,13.0,6.0
251,11.0,9.0,13.0
252,14.0,48.0,2.0
253,14.0,10.0,8.0
254,8.0,11.0,8.0
255,29.0,10.0,7.0
256,9.0,43.0,11.0
257,11.0,3.0,7.0
258,40.0,9.0,12.0
259,14.0,11.0,13.0
260,26.0,16.0,7.0
261,13.0,7.0,8.0
262,18.0,10.0,12.0
263,12.0,9.0,9.0
264,12.0,7.0,10.0
265,11.0,9.0,7.0
266,7.0,9.0,6.0
267,9.0,10.0,12.0
268,11.0,12.0,8.0
269,9.0,14.0,10.0
270,12.0,10.0,51.0
271,6.0,11.0,10.0
272,11.0,9.0,8.0
273,12.0,11.0,7.0
274,28.0,10.0,7.0
275,9.0,9.0,7.0
276,10.0,8.0,7.0
277,11.0,5.0,13.0
278,13.0,13.0,7.0
279,9.0,13.0,7.0
280,9.0,6.0,6.0
281,30.0,42.0,5.0
282,4.0,13.0,9.0
283,9.0,7.0,8.0
284,8.0,11.0,9.0
285,6.0,39.0,10.0
286,10.0,11.0,10.0
287,10.0,11.0,63.0
288,14.0,11.0,10.0
289,10.0,13.0,4.0
290,12.0,9.0,7.0
291,4.0,6.0,10.0
292,6.0,10.0,10.0
293,35.0,9.0,8.0
294,14.0,14.0,6.0
295,34.0,16.0,7.0
296,9.0,5.0,10.0
297,8.0,10.0,52.0
298,12.0,7.0,7.0
299,8.0,57.0,6.0
300,13.0,6.0,8.0
301,13.0,14.0,4.0
302,13.0,12.0,3.0
303,9.0,10.0,5.0
304,12.0,10.0,8.0
305,35.0,13.0,7.0
306,10.0,2.0,8.0
307,8.0,9.0,10.0
308,8.0,6.0,7.0
309,13.0,6.0,8.0
310,8.0,9.0,4.0
311,9.0,9.0,8.0
312,10.0,7.0,12.0
313,13.0,13.0,11.0
314,40.0,10.0,8.0
315,10.0,15.0,10.0
316,11.0,9.0,6.0
317,13.0,8.0,11.0
318,11.0,11.0,9.0
319,15.0,11.0,8.0
320,12.0,9.0,4.0
321,11.0,9.0,11.0
322,15.0,11.0,66.0
323,6.0,10.0,6.0
324,17.0,9.0,8.0
325,10.0,42.0,2.0
326,13.0,8.0,13.0
327,9.0,16.0,8.0
328,9.0,10.0,59.0
329,8.0,15.0,9.0
330,11.0,10.0,9.0
331,26.0,11.0,7.0
332,12.0,7.0,12.0
333,9.0,9.0,5.0
334,33.0,15.0,15.0
335,6.0,8.0,8.0
336,38.0,2.0,7.0
337,12.0,7.0,5.0
338,7.0,13.0,10.0
339,7.0,10.0,7.0
340,9.0,13.0,11.0
341,9.0,14.0,67.0
342,15.0,11.0,14.0
343,13.0,12.0,7.0
344,12.0,8.0,9.0
345,13.0,7.0,9.0
346,26.0,15.0,13.0
347,11.0,38.0,7.0
348,6.0,9.0,5.0
349,9.0,12.0,10.0
350,14.0,9.0,8.0
351,8.0,10.0,10.0
352,12.0,6.0,13.0
353,14.0,5.0,12.0
354,9.0,11.0,12.0
355,9.0,5.0,9.0
356,3.0,9.0,9.0
357,11.0,11.0,7.0
358,8.0,14.0,5.0
359,22.0,11.0,10.0
360,14.0,13.0,62.0
361,11.0,9.0,13.0
362,15.0,11.0,6.0
363,10.0,8.0,13.0
364,16.0,16.0,62.0
365,13.0,11.0,8.0
366,16.0,5.0,7.0
367,9.0,8.0,9.0
368,11.0,5.0,8.0
369,8.0,9.0,9.0
370,6.0,10.0,12.0
371,8.0,9.0,5.0
372,5.0,10.0,6.0
373,30.0,17.0,7.0
374,10.0,13.0,4.0
375,6.0,12.0,9.0
376,13.0,14.0,6.0
377,10.0,47.0,6.0
378,12.0,10.0,7.0
379,6.0,11.0,11.0
380,9.0,4.0,6.0
381,9.0,14.0,10.0
382,5.0,8.0,46.0
383,8.0,3.0,12.0
384,10.0,18.0,12.0
385,6.0,7.0,7.0
386,8.0,2.0,8.0
387,27.0,11.0,8.0
388,9.0,9.0,55.0
389,28.0,4.0,6.0
390,8.0,14.0,8.0
391,7.0,7.0,8.0
392,10.0,7.0,6.0
393,10.0,8.0,10.0
394,6.0,10.0,10.0
395,10.0,32.0,10.0
396,6.0,8.0,4.0
397,10.0,8.0,10.0
398,11.0,50.0,11.0
399,9.0,8.0,11.0
400,8.0,6.0,7.0
401,8.0,5.0,8.0
402,12.0,16.0,15.0
403,4.0,10.0,11.0
404,9.0,7.0,5.0
405,11.0,4.0,15.0
406,11.0,9.0,11.0
407,9.0,9.0,4.0
408,15.0,9.0,5.0
409,13.0,13.0,6.0
410,4.0,9.0,8.0
411,40.0,7.0,5.0
412,10.0,11.0,9.0
413,15.0,8.0,10.0
414,6.0,49.0,4.0
415,8.0,9.0,14.0
416,29.0,7.0,7.0
417,9.0,6.0,10.0
418,13.0,12.0,4.0
419,11.0,4.0,5.0
420,13.0,6.0,3.0
421,10.0,11.0,12.0
422,13.0,7.0,7.0
423,6.0,8.0,12.0
424,8.0,11.0,5.0
425,8.0,10.0,9.0
426,8.0,6.0,9.0
427,12.0,18.0,12.0
428,8.0,6.0,8.0
429,9.0,10.0,15.0
430,11.0,10.0,7.0
431,7.0,11.0,8.0
432,13.0,42.0,6.0
433,6.0,7.0,11.0
434,12.0,19.0,9.0
435,12.0,14.0,7.0
436,10.0,15.0,9.0
437,9.0,11.0,10.0
438,7.0,9.0,7.0
439,13.0,8.0,12.0
440,13.0,10.0,9.0
441,4.0,12.0,8.0
442,8.0,9.0,8.0
443,7.0,8.0,4.0
444,34.0,10.0,7.0
445,13.0,9.0,5.0
446,15.0,14.0,65.0
447,12.0,12.0,16.0
448,13.0,14.0,12.0
449,5.0,42.0,2.0
450,10.0,7.0,9.0
451,13.0,6.0,6.0
452,14.0,8.0,10.0
453,15.0,8.0,5.0
454,13.0,11.0,5.0
455,13.0,7.0,10.0
456,12.0,14.0,13.0
457,10.0,15.0,9.0
458,13.0,9.0,6.0
459,11.0,9.0,14.0
460,8.0,8.0,11.0
461,13.0,4.0,10.0
462,10.0,11.0,11.0
463,12.0,5.0,9.0
464,6.0,10.0,4.0
465,10.0,8.0,7.0
466,12.0,5.0,8.0
467,13.0,7.0,3.0
468,7.0,5.0,6.0
469,9.0,41.0,8.0
470,9.0,9.0,4.0
471,15.0,37.0,8.0
472,12.0,9.0,8.0
473,8.0,13.0,4.0
474,9.0,13.0,11.0
475,29.0,8.0,7.0
476,17.0,9.0,5.0
477,10.0,55.0,7.0
478,8.0,15.0,10.0
479,11.0,10.0,14.0
480,10.0,8.0,7.0
481,7.0,9.0,11.0
482,30.0,11.0,8.0
483,11.0,11.0,10.0
484,9.0,9.0,10.0
485,18.0,10.0,7.0
486,35.0,10.0,10.0
487,8.0,7.0,7.0
488,27.0,8.0,9.0
489,7.0,16.0,3.0
490,9.0,4.0,67.0
491,15.0,12.0,4.0
492,7.0,12.0,7.0
493,10.0,8.0,11.0
494,6.0,9.0,10.0
495,10.0,9.0,10.0
496,10.0,7.0,12.0
497,12.0,9.0,7.0
498,8.0,9.0,64.0
499,13.0,9.0,10.0
500,5.0,9.0,11.0
501,12.0,10.0,6.0
502,14.0,54.0,9.0
503,16.0,8.0,8.0
504,10.0,8.0,2.0
505,7.0,12.0,65.0
506,9.0,6.0,6.0
507,13.0,14.0,6.0
508,12.0,9.0,4.0
509,9.0,11.0,5.0
510,15.0,14.0,12.0
511,34.0,9.0,8.0
512,16.0,40.0,11.0
513,9.0,38.0,7.0
514,15.0,10.0,9.0
515,12.0,7.0,13.0
516,15.0,7.0,4.0
517,9.0,13.0,61.0
518,7.0,5.0,5.0
519,6.0,11.0,8.0
520,14.0,5.0,8.0
521,13.0,6.0,4.0
522,11.0,9.0,8.0
523,11.0,6.0,9.0
524,9.0,9.0,14.0
525,7.0,7.0,13.0
526,19.0,8.0,12.0
527,3.0,7.0,7.0
528,9.0,8.0,8.0
529,9.0,8.0,7.0
530,8.0,12.0,9.0
531,8.0,14.0,12.0
532,15.0,12.0,10.0
533,9.0,12.0,16.0
534,5.0,10.0,5.0
535,7.0,8.0,10.0
536,10.0,14.0,6.0
537,3.0,12.0,10.0
538,8.0,10.0,10.0
539,9.0,8.0,58.0
540,33.0,8.0,11.0
541,12.0,14.0,3.0
542,8.0,9.0,10.0
543,6.0,11.0,4.0
544,10.0,10.0,9.0
545,11.0,14.0,77.0
546,10.0,47.0,9.0
547,6.0,14.0,12.0
548,10.0,11.0,7.0
549,12.0,12.0,12.0
550,9.0,9.0,6.0
551,6.0,12.0,4.0
552,13.0,11.0,9.0
553,9.0,9.0,6.0
554,6.0,12.0,11.0
555,5.0,13.0,9.0
556,8.0,13.0,66.0
557,30.0,6.0,10.0
558,12.0,6.0,10.0
559,12.0,15.0,4.0
560,11.0,12.0,13.0
561,7.0,16.0,14.0
562,10.0,9.0,9.0
563,8.0,8.0,11.0
564,18.0,8.0,8.0
565,16.0,7.0,9.0
566,10.0,11.0,7.0
567,14.0,12.0,5.0
568,42.0,7.0,57.0
569,16.0,8.0,10.0
570,6.0,5.0,10.0
571,9.0,9.0,9.0
572,12.0,9.0,9.0
573,9.0,13.0,10.0
574,6.0,12.0,7.0
575,12.0,12.0,7.0
576,11.0,9.0,12.0
577,6.0,7.0,59.0
578,10.0,43.0,12.0
579,9.0,8.0,7.0
580,6.0,13.0,14.0
581,7.0,7.0,11.0
582,12.0,12.0,10.0
583,14.0,12.0,9.0
584,17.0,17.0,55.0
585,10.0,7.0,8.0
586,8.0,7.0,9.0
587,13.0,7.0,12.0
588,11.0,15.0,9.0
589,12.0,10.0,9.0
590,9.0,10.0,11.0
591,6.0,12.0,13.0
592,16.0,30.0,60.0
593,14.0,13.0,59.0
594,15.0,7.0,8.0
595,13.0,6.0,11.0
596,8.0,7.0,8.0
597,7.0,10.0,7.0
598,11.0,4.0,9.0
599,9.0,8.0,4.0
600,11.0,8.0,8.0
601,7.0,9.0,6.0
602,12.0,7.0,11.0
603,15.0,14.0,4.0
604,15.0,10.0,59.0
605,9.0,8.0,9.0
606,7.0,10.0,6.0
607,10.0,10.0,7.0
608,37.0,11.0,8.0
609,15.0,9.0,10.0
610,41.0,7.0,7.0
611,10.0,12.0,5.0
612,14.0,6.0,8.0
613,15.0,9.0,8.0
614,16.0,14.0,7.0
615,19.0,12.0,9.0
616,10.0,10.0,8.0
617,15.0,11.0,8.0
618,31.0,52.0,8.0
619,11.0,51.0,8.0
620,11.0,11.0,4.0
621,13.0,11.0,6.0
622,10.0,12.0,10.0
623,13.0,9.0,10.0
624,11.0,11.0,71.0
625,10.0,8.0,9.0
626,15.0,12.0,8.0
627,10.0,7.0,4.0
628,12.0,46.0,13.0
629,13.0,14.0,7.0
630,13.0,56.0,5.0
631,5.0,6.0,9.0
632,8.0,8.0,55.0
633,4.0,8.0,8.0
634,9.0,11.0,8.0
635,12.0,5.0,9.0
636,8.0,9.0,7.0
637,9.0,7.0,7.0
638,8.0,11.0,51.0
639,7.0,13.0,6.0
640,3.0,7.0,11.0
641,10.0,6.0,9.0
642,11.0,10.0,11.0
643,7.0,46.0,6.0
644,6.0,13.0,8.0
645,12.0,9.0,13.0
646,7.0,13.0,7.0
647,7.0,10.0,7.0
648,9.0,10.0,10.0
649,15.0,12.0,8.0
650,10.0,11.0,6.0
651,13.0,10.0,6.0
652,10.0,11.0,9.0
653,30.0,9.0,7.0
654,14.0,10.0,9.0
655,5.0,9.0,9.0
656,7.0,13.0,14.0
657,15.0,7.0,6.0
658,10.0,7.0,7.0
659,38.0,14.0,11.0
660,27.0,11.0,7.0
661,13.0,8.0,7.0
662,16.0,16.0,8.0
663,13.0,13.0,8.0
664,38.0,13.0,6.0
665,23.0,7.0,4.0
666,17.0,7.0,8.0
667,6.0,8.0,9.0
668,12.0,7.0,9.0
669,17.0,6.0,7.0
670,10.0,5.0,8.0
671,12.0,13.0,11.0
672,11.0,4.0,9.0
673,12.0,7.0,8.0
674,11.0,4.0,8.0
675,32.0,3.0,9.0
676,3.0,19.0,10.0
677,8.0,18.0,9.0
678,7.0,14.0,6.0
679,12.0,11.0,8.0
680,13.0,14.0,7.0
681,11.0,8.0,11.0
682,11.0,13.0,5.0
683,32.0,10.0,6.0
684,9.0,8.0,4.0
685,10.0,5.0,11.0
686,14.0,8.0,10.0
687,10.0,10.0,5.0
688,13.0,6.0,9.0
689,6.0,8.0,5.0
690,13.0,8.0,7.0
691,11.0,54.0,8.0
692,9.0,12.0,9.0
693,27.0,10.0,10.0
694,13.0,16.0,5.0
695,14.0,9.0,9.0
696,7.0,9.0,11.0
697,11.0,10.0,14.0
698,14.0,8.0,8.0
699,15.0,15.0,4.0
700,14.0,7.0,14.0
701,9.0,7.0,8.0
702,7.0,11.0,7.0
703,13.0,3.0,5.0
704,13.0,10.0,12.0
705,11.0,10.0,15.0
706,5.0,15.0,8.0
707,8.0,11.0,7.0
708,12.0,16.0,8.0
709,8.0,9.0,6.0
710,4.0,11.0,68.0
711,10.0,12.0,10.0
712,6.0,6.0,8.0
713,6.0,13.0,9.0
714,11.0,10.0,9.0
715,17.0,11.0,10.0
716,12.0,12.0,9.0
717,10.0,16.0,12.0
718,10.0,13.0,12.0
719,6.0,5.0,6.0
720,18.0,13.0,8.0
721,10.0,7.0,12.0
722,19.0,10.0,10.0
723,17.0,8.0,4.0
724,11.0,14.0,55.0
725,9.0,13.0,8.0
726,10.0,54.0,11.0
727,16.0,12.0,9.0
728,4.0,7.0,10.0
729,26.0,7.0,13.0
730,7.0,5.0,10.0
731,6.0,5.0,7.0
732,11.0,7.0,13.0
733,7.0,12.0,10.0
734,6.0,6.0,6.0
735,9.0,10.0,5.0
736,14.0,13.0,6.0
737,14.0,12.0,8.0
738,40.0,10.0,9.0
739,8.0,51.0,58.0
740,11.0,9.0,7.0
741,9.0,9.0,10.0
742,11.0,10.0,13.0
743,11.0,13.0,58.0
744,12.0,16.0,9.0
745,9.0,7.0,6.0
746,14.0,11.0,6.0
747,10.0,10.0,7.0
748,10.0,9.0,14.0
749,11.0,43.0,7.0
750,8.0,6.0,7.0
751,13.0,16.0,4.0
752,7.0,12.0,6.0
753,16.0,4.0,2.0
754,9.0,7.0,11.0
755,10.0,8.0,10.0
756,12.0,7.0,9.0
757,7.0,12.0,6.0
758,22.0,15.0,7.0
759,13.0,9.0,11.0
760,8.0,8.0,9.0
761,9.0,6.0,6.0
762,13.0,11.0,7.0
763,12.0,11.0,6.0
764,7.0,11.0,7.0
765,10.0,11.0,4.0
766,8.0,13.0,8.0
767,16.0,42.0,5.0
768,3.0,7.0,2.0
769,13.0,10.0,7.0
770,10.0,5.0,10.0
771,11.0,7.0,11.0
772,10.0,13.0,62.0
773,14.0,7.0,11.0
774,18.0,6.0,15.0
775,12.0,10.0,8.0
776,5.0,5.0,7.0
777,11.0,11.0,12.0
778,6.0,9.0,8.0
779,8.0,40.0,6.0
780,11.0,13.0,4.0
781,43.0,3.0,2.0
782,7.0,14.0,7.0
783,8.0,12.0,7.0
784,9.0,10.0,9.0
785,9.0,7.0,4.0
786,11.0,10.0,6.0
787,13.0,5.0,7.0
788,9.0,10.0,4.0
789,36.0,11.0,8.0
790,16.0,10.0,7.0
791,8.0,6.0,11.0
792,14.0,6.0,8.0
793,12.0,12.0,7.0
794,12.0,43.0,9.0
795,13.0,37.0,5.0
796,14.0,11.0,6.0
797,7.0,8.0,13.0
798,12.0,12.0,16.0
799,12.0,2.0,9.0
800,17.0,7.0,10.0
801,10.0,5.0,10.0
802,7.0,10.0,7.0
803,11.0,11.0,5.0
804,10.0,5.0,10.0
805,44.0,4.0,8.0
806,5.0,12.0,6.0
807,11.0,7.0,8.0
808,10.0,10.0,67.0
809,8.0,50.0,44.0
810,10.0,14.0,9.0
811,9.0,8.0,7.0
812,6.0,7.0,12.0
813,14.0,14.0,7.0
814,5.0,19.0,5.0
815,13.0,9.0,10.0
816,15.0,4.0,7.0
817,10.0,7.0,14.0
818,13.0,8.0,7.0
819,8.0,7.0,13.0
820,34.0,10.0,6.0
821,10.0,10.0,8.0
822,12.0,13.0,3.0
823,11.0,10.0,6.0
824,8.0,8.0,60.0
825,7.0,8.0,11.0
826,12.0,7.0,11.0
827,9.0,11.0,9.0
828,12.0,6.0,12.0
829,25.0,12.0,7.0
830,10.0,9.0,13.0
831,10.0,11.0,7.0
832,8.0,13.0,5.0
833,9.0,11.0,11.0
834,11.0,11.0,13.0
835,9.0,30.0,11.0
836,8.0,8.0,7.0
837,16.0,6.0,13.0
838,13.0,15.0,7.0
839,11.0,7.0,6.0
840,10.0,12.0,8.0
841,15.0,8.0,9.0
842,12.0,10.0,12.0
843,10.0,7.0,11.0
844,17.0,10.0,10.0
845,10.0,50.0,10.0
846,11.0,7.0,7.0
847,15.0,10.0,9.0
848,11.0,10.0,6.0
849,12.0,5.0,8.0
850,10.0,6.0,9.0
851,10.0,10.0,7.0
852,12.0,7.0,7.0
853,13.0,9.0,6.0
854,15.0,9.0,5.0
855,14.0,9.0,6.0
856,13.0,15.0,13.0
857,9.0,8.0,64.0
858,10.0,12.0,8.0
859,12.0,7.0,47.0
860,11.0,7.0,4.0
861,5.0,7.0,10.0
862,11.0,13.0,9.0
863,13.0,10.0,8.0
864,13.0,12.0,5.0
865,11.0,13.0,6.0
866,18.0,6.0,10.0
867,12.0,7.0,8.0
868,8.0,8.0,10.0
869,12.0,9.0,11.0
870,11.0,9.0,8.0
871,9.0,6.0,9.0
872,28.0,8.0,7.0
873,13.0,6.0,5.0
874,15.0,8.0,11.0
875,11.0,9.0,7.0
876,16.0,9.0,10.0
877,7.0,10.0,11.0
878,10.0,12.0,3.0
879,9.0,7.0,2.0
880,14.0,10.0,7.0
881,6.0,12.0,9.0
882,6.0,16.0,8.0
883,6.0,9.0,9.0
884,15.0,6.0,3.0
885,10.0,12.0,7.0
886,37.0,12.0,7.0
887,11.0,13.0,6.0
888,10.0,48.0,11.0
889,11.0,11.0,62.0
890,12.0,7.0,9.0
891,18.0,8.0,10.0
892,8.0,12.0,14.0
893,9.0,11.0,12.0
894,12.0,9.0,4.0
895,12.0,6.0,10.0
896,10.0,8.0,6.0
897,16.0,8.0,66.0
898,11.0,10.0,9.0
899,6.0,12.0,1.0
900,28.0,12.0,4.0
901,9.0,10.0,13.0
902,13.0,14.0,6.0
903,10.0,16.0,64.0
904,12.0,11.0,6.0
905,8.0,9.0,6.0
906,13.0,9.0,7.0
907,18.0,11.0,12.0
908,21.0,6.0,7.0
909,10.0,7.0,10.0
910,13.0,5.0,10.0
911,2.0,8.0,7.0
912,7.0,6.0,10.0
913,10.0,12.0,6.0
914,34.0,6.0,59.0
915,8.0,7.0,8.0
916,10.0,7.0,10.0
917,11.0,11.0,6.0
918,11.0,8.0,12.0
919,16.0,5.0,10.0
920,15.0,10.0,64.0
921,9.0,12.0,9.0
922,13.0,10.0,9.0
923,7.0,13.0,11.0
924,9.0,13.0,4.0
925,11.0,8.0,7.0
926,13.0,40.0,3.0
927,14.0,8.0,8.0
928,13.0,13.0,59.0
929,12.0,10.0,14.0
930,12.0,15.0,10.0
931,9.0,11.0,14.0
932,14.0,5.0,13.0
933,11.0,10.0,3.0
934,10.0,8.0,8.0
935,10.0,4.0,11.0
936,24.0,12.0,9.0
937,8.0,20.0,7.0
938,22.0,13.0,4.0
939,11.0,12.0,7.0
940,13.0,5.0,10.0
941,10.0,10.0,13.0
942,14.0,8.0,61.0
943,12.0,9.0,5.0
944,9.0,11.0,9.0
945,7.0,12.0,51.0
946,16.0,15.0,6.0
947,37.0,7.0,6.0
948,9.0,13.0,12.0
949,5.0,16.0,7.0
950,12.0,12.0,11.0
951,15.0,11.0,11.0
952,5.0,8.0,11.0
953,11.0,6.0,7.0
954,15.0,10.0,8.0
955,32.0,8.0,9.0
956,13.0,7.0,4.0
957,11.0,10.0,8.0
958,9.0,6.0,9.0
959,10.0,7.0,11.0
960,12.0,8.0,8.0
961,13.0,3.0,14.0
962,16.0,12.0,5.0
963,12.0,55.0,9.0
964,12.0,4.0,7.0
965,12.0,5.0,7.0
966,10.0,9.0,13.0
967,11.0,13.0,7.0
968,11.0,5.0,7.0
969,11.0,12.0,8.0
970,9.0,8.0,10.0
971,10.0,4.0,7.0
972,9.0,11.0,5.0
973,13.0,5.0,6.0
974,18.0,15.0,5.0
975,5.0,7.0,9.0
976,10.0,15.0,5.0
977,6.0,12.0,7.0
978,12.0,4.0,8.0
979,41.0,15.0,54.0
980,10.0,11.0,7.0
981,14.0,6.0,13.0
982,12.0,11.0,6.0
983,9.0,10.0,12.0
984,15.0,8.0,6.0
985,14.0,8.0,11.0
986,9.0,10.0,6.0
987,9.0,46.0,11.0
988,29.0,10.0,12.0
989,10.0,58.0,7.0
990,10.0,10.0,12.0
991,11.0,1.0,5.0
992,12.0,11.0,9.0
993,12.0,49.0,57.0
994,8.0,9.0,7.0
995,7.0,11.0,7.0
996,6.0,12.0,5.0
997,12.0,10.0,10.0
